Gene	genotype_S	allele_measured	replicatBiol_genotype	replicat_Techclone	replicat_technique	stade	dom_phenotype	dom_sRNA_prediction	dom_prediction_phyl	Other_allele_inGenot	position_cible	Ct_SCR/actine	Ct_SRK/actine	score_name	score	position_cible_name	Dom_score_based_14	Dom_score_based_15	Dom_score_based_16	Dom_score_based_17	Dom_score_based_18	Dom_score_based_19	Dom_score_based_20	Dom_score_based_21	Dom_score_based_22	name_actine	Ct_actin
SCR	S2S20	SCR02	66-7	50	1	A	Rec	Rec	NA	SCR20	intron	4.82E-07	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	50A	19.0166666666667
SCR	S2S20	SCR02	66-7	50	2	A	Rec	Rec	NA	SCR20	intron	4.82E-07	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	50A	19.0166666666667
SCR	S2S20	SCR02	66-7	50	3	A	Rec	Rec	NA	SCR20	intron	4.82E-07	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	50A	19.0166666666667
SCR	S2S20	SCR02	66-7	50	1	B	Rec	Rec	NA	SCR20	intron	1.65E-07	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	50B	17.47
SCR	S2S20	SCR02	66-7	50	2	B	Rec	Rec	NA	SCR20	intron	1.65E-07	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	50B	17.47
SCR	S3S3	SCR03	118-3	51	1	D	Dom	Dom	NA	Hom	exon	1.39E-01	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51D	19.78
SCR	S3S3	SCR03	118-3	51	1	C	Dom	Dom	NA	Hom	exon	9.94E-02	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51C	19.16
SCR	S3S3	SCR03	118-3	51	3	D	Dom	Dom	NA	Hom	exon	5.22E-02	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51D	19.78
SCR	S3S3	SCR03	118-3	51	3	C	Dom	Dom	NA	Hom	exon	4.87E-02	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51C	19.16
SCR	S3S3	SCR03	118-3	51	2	D	Dom	Dom	NA	Hom	exon	4.33E-02	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51D	19.78
SCR	S3S3	SCR03	118-3	51	2	C	Dom	Dom	NA	Hom	exon	3.40E-02	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51C	19.16
SCR	S3S3	SCR03	118-3	51	3	A	Dom	Dom	NA	Hom	exon	8.37E-03	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51A	19.11
SCR	S3S3	SCR03	118-3	51	2	B	Dom	Dom	NA	Hom	exon	2.20E-04	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51B	21.73
SCR	S3S3	SCR03	118-3	51	1	B	Dom	Dom	NA	Hom	exon	1.36E-04	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51B	21.73
SCR	S3S3	SCR03	118-3	51	3	B	Dom	Dom	NA	Hom	exon	3.16E-06	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51B	21.73
SCR	S3S3	SCR03	118-3	51	1	A	Dom	Dom	NA	Hom	exon	3.01E-06	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51A	19.11
SCR	S3S3	SCR03	118-3	51	2	A	Dom	Dom	NA	Hom	exon	5.15E-07	NA	S3S3_S3	16.5	S3S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	51A	19.11
SCR	S20S20	SCR20	51-4	52	3	C	Dom	Dom	NA	Hom	intron	3.92E-01	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52C	17.13
SCR	S20S20	SCR20	51-4	52	1	C	Dom	Dom	NA	Hom	intron	2.91E-01	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52C	17.13
SCR	S20S20	SCR20	51-4	52	3	D	Dom	Dom	NA	Hom	intron	9.09E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52D	17.6
SCR	S20S20	SCR20	51-4	52	1	D	Dom	Dom	NA	Hom	intron	7.86E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52D	17.6
SCR	S20S20	SCR20	51-4	52	3	B	Dom	Dom	NA	Hom	intron	6.80E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52B	15.88
SCR	S20S20	SCR20	51-4	52	2	C	Dom	Dom	NA	Hom	intron	4.65E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52C	17.13
SCR	S20S20	SCR20	51-4	52	1	B	Dom	Dom	NA	Hom	intron	3.62E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52B	15.88
SCR	S20S20	SCR20	51-4	52	2	D	Dom	Dom	NA	Hom	intron	2.42E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52D	17.6
SCR	S20S20	SCR20	51-4	52	2	B	Dom	Dom	NA	Hom	intron	2.23E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52B	15.88
SCR	S20S20	SCR20	51-4	52	2	A	Dom	Dom	NA	Hom	intron	7.99E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52A	19.89
SCR	S20S20	SCR20	51-4	52	1	A	Dom	Dom	NA	Hom	intron	7.15E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52A	19.89
SCR	S20S20	SCR20	51-4	52	3	A	Dom	Dom	NA	Hom	intron	1.13E-06	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	52A	19.89
SCR	S13S20	SCR20	165-6	53	1	C	Dom	Dom	NA	SCR13	intron	1.63E-01	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53C	17.3733333333333
SCR	S13S20	SCR20	165-6	53	3	C	Dom	Dom	NA	SCR13	intron	1.03E-01	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53C	17.3733333333333
SCR	S13S20	SCR13	165-6	53	2	C	Dom	Dom	NA	SCR20	interg	4.98E-02	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53C	17.3733333333333
SCR	S13S20	SCR13	165-6	53	1	C	Dom	Dom	NA	SCR20	interg	4.95E-02	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53C	17.3733333333333
SCR	S13S20	SCR13	165-6	53	3	C	Dom	Dom	NA	SCR20	interg	4.25E-02	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53C	17.3733333333333
SCR	S13S20	SCR20	165-6	53	1	D	Dom	Dom	NA	SCR13	intron	1.29E-02	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53D	19.4566666666667
SCR	S13S20	SCR20	165-6	53	3	D	Dom	Dom	NA	SCR13	intron	9.10E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53D	19.4566666666667
SCR	S13S20	SCR13	165-6	53	2	D	Dom	Dom	NA	SCR20	interg	6.60E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53D	19.4566666666667
SCR	S13S20	SCR20	165-6	53	1	B	Dom	Dom	NA	SCR13	intron	6.39E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53B	17
SCR	S13S20	SCR13	165-6	53	3	D	Dom	Dom	NA	SCR20	interg	5.59E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53D	19.4566666666667
SCR	S13S20	SCR13	165-6	53	1	D	Dom	Dom	NA	SCR20	interg	5.47E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53D	19.4566666666667
SCR	S13S20	SCR20	165-6	53	3	B	Dom	Dom	NA	SCR13	intron	3.93E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53B	17
SCR	S13S20	SCR13	165-6	53	2	B	Dom	Dom	NA	SCR20	interg	2.36E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53B	17
SCR	S13S20	SCR13	165-6	53	1	B	Dom	Dom	NA	SCR20	interg	2.31E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53B	17
SCR	S13S20	SCR20	165-6	53	2	C	Dom	Dom	NA	SCR13	intron	2.30E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53C	17.3733333333333
SCR	S13S20	SCR13	165-6	53	3	B	Dom	Dom	NA	SCR20	interg	2.06E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53B	17
SCR	S13S20	SCR20	165-6	53	1	A	Dom	Dom	NA	SCR13	intron	1.70E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53A	15.82
SCR	S13S20	SCR20	165-6	53	3	A	Dom	Dom	NA	SCR13	intron	1.62E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53A	15.82
SCR	S13S20	SCR20	165-6	53	2	D	Dom	Dom	NA	SCR13	intron	1.41E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53D	19.4566666666667
SCR	S13S20	SCR20	165-6	53	2	B	Dom	Dom	NA	SCR13	intron	6.14E-04	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53B	17
SCR	S13S20	SCR13	165-6	53	2	A	Dom	Dom	NA	SCR20	interg	2.60E-04	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53A	15.82
SCR	S13S20	SCR13	165-6	53	1	A	Dom	Dom	NA	SCR20	interg	2.53E-04	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53A	15.82
SCR	S13S20	SCR13	165-6	53	3	A	Dom	Dom	NA	SCR20	interg	2.17E-04	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	53A	15.82
SCR	S13S20	SCR20	165-6	53	2	A	Dom	Dom	NA	SCR13	intron	1.89E-04	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	53A	15.82
SCR	S2S3	SCR02	21-févr	54	2	C	NA	Dom	NA	SCR03	intron-exon	4.03E-01	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54C	18.83
SCR	S2S3	SCR02	21-févr	54	3	C	NA	Dom	NA	SCR03	intron-exon	3.51E-01	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54C	18.83
SCR	S2S3	SCR02	21-févr	54	1	C	NA	Dom	NA	SCR03	intron-exon	3.46E-01	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54C	18.83
SCR	S2S3	SCR02	21-févr	54	2	D	NA	Dom	NA	SCR03	intron-exon	1.47E-02	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54D	24.0766666666667
SCR	S2S3	SCR02	21-févr	54	1	D	NA	Dom	NA	SCR03	intron-exon	1.40E-02	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54D	24.0766666666667
SCR	S2S3	SCR02	21-févr	54	3	D	NA	Dom	NA	SCR03	intron-exon	1.34E-02	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54D	24.0766666666667
SCR	S2S3	SCR03	21-févr	54	2	C	NA	Dom	NA	SCR02	prom	6.17E-03	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54C	18.83
SCR	S2S3	SCR03	21-févr	54	3	C	NA	Dom	NA	SCR02	prom	4.98E-03	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54C	18.83
SCR	S2S3	SCR02	21-févr	54	3	B	NA	Dom	NA	SCR03	intron-exon	1.71E-03	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54B	18.3166666666667
SCR	S2S3	SCR02	21-févr	54	2	B	NA	Dom	NA	SCR03	intron-exon	1.44E-03	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54B	18.3166666666667
SCR	S2S3	SCR02	21-févr	54	1	B	NA	Dom	NA	SCR03	intron-exon	1.31E-03	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54B	18.3166666666667
SCR	S2S3	SCR03	21-févr	54	2	A	NA	Dom	NA	SCR02	prom	9.27E-04	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54A	17.9833333333333
SCR	S2S3	SCR03	21-févr	54	3	A	NA	Dom	NA	SCR02	prom	4.65E-04	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54A	17.9833333333333
SCR	S2S3	SCR03	21-févr	54	1	D	NA	Dom	NA	SCR02	prom	8.11E-05	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54D	24.0766666666667
SCR	S2S3	SCR03	21-févr	54	1	B	NA	Dom	NA	SCR02	prom	6.34E-05	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54B	18.3166666666667
SCR	S2S3	SCR03	21-févr	54	1	C	NA	Dom	NA	SCR02	prom	1.83E-05	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54C	18.83
SCR	S2S3	SCR02	21-févr	54	1	A	NA	Dom	NA	SCR03	intron-exon	1.19E-05	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54A	17.9833333333333
SCR	S2S3	SCR03	21-févr	54	2	D	NA	Dom	NA	SCR02	prom	1.17E-05	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54D	24.0766666666667
SCR	S2S3	SCR03	21-févr	54	3	D	NA	Dom	NA	SCR02	prom	1.17E-05	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54D	24.0766666666667
SCR	S2S3	SCR02	21-févr	54	2	A	NA	Dom	NA	SCR03	intron-exon	1.07E-05	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54A	17.9833333333333
SCR	S2S3	SCR03	21-févr	54	1	A	NA	Dom	NA	SCR02	prom	3.40E-06	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54A	17.9833333333333
SCR	S2S3	SCR02	21-févr	54	3	A	NA	Dom	NA	SCR03	intron-exon	1.24E-06	NA	S2S3_S2	17.5	S2S3_S2_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54A	17.9833333333333
SCR	S2S3	SCR03	21-févr	54	2	B	NA	Dom	NA	SCR02	prom	2.79E-07	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54B	18.3166666666667
SCR	S2S3	SCR03	21-févr	54	3	B	NA	Dom	NA	SCR02	prom	2.79E-07	NA	S2S3_S3	16.5	S2S3_S3_16.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	54B	18.3166666666667
SCR	S12S29	SCR12	115-1	55	3	C	Dom	Na	NA	SCR29	NA	1.84E-01	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55C	18.49
SCR	S12S29	SCR29	115-1	55	2	A	Rec	Rec	NA	SCR12	intron	1.39E-01	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55A	19.4509803921569
SCR	S12S29	SCR12	115-1	55	3	D	Dom	Na	NA	SCR29	NA	1.37E-01	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55D	19.34
SCR	S12S29	SCR12	115-1	55	1	C	Dom	Na	NA	SCR29	NA	1.07E-01	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55C	18.49
SCR	S12S29	SCR12	115-1	55	1	D	Dom	Na	NA	SCR29	NA	8.30E-02	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55D	19.34
SCR	S12S29	SCR12	115-1	55	2	C	Dom	Na	NA	SCR29	NA	6.29E-02	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55C	18.49
SCR	S12S29	SCR12	115-1	55	2	D	Dom	Na	NA	SCR29	NA	4.07E-02	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55D	19.34
SCR	S12S29	SCR29	115-1	55	1	A	Rec	Rec	NA	SCR12	intron	7.98E-03	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55A	19.4509803921569
SCR	S12S29	SCR12	115-1	55	1	B	Dom	Na	NA	SCR29	NA	6.88E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55B	18.8066666666667
SCR	S12S29	SCR12	115-1	55	3	B	Dom	Na	NA	SCR29	NA	6.51E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55B	18.8066666666667
SCR	S12S29	SCR29	115-1	55	3	A	Rec	Rec	NA	SCR12	intron	4.36E-03	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55A	19.4509803921569
SCR	S12S29	SCR12	115-1	55	2	B	Dom	Na	NA	SCR29	NA	1.77E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55B	18.8066666666667
SCR	S12S29	SCR12	115-1	55	1	A	Dom	Na	NA	SCR29	NA	1.61E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55A	19.4509803921569
SCR	S12S29	SCR29	115-1	55	1	C	Rec	Rec	NA	SCR12	intron	8.16E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55C	18.49
SCR	S12S29	SCR29	115-1	55	3	C	Rec	Rec	NA	SCR12	intron	7.15E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55C	18.49
SCR	S12S29	SCR29	115-1	55	1	D	Rec	Rec	NA	SCR12	intron	5.31E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55D	19.34
SCR	S12S29	SCR29	115-1	55	2	C	Rec	Rec	NA	SCR12	intron	4.22E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55C	18.49
SCR	S12S29	SCR29	115-1	55	3	D	Rec	Rec	NA	SCR12	intron	4.11E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55D	19.34
SCR	S12S29	SCR12	115-1	55	3	A	Dom	Na	NA	SCR29	NA	3.68E-04	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55A	19.4509803921569
SCR	S12S29	SCR29	115-1	55	3	B	Rec	Rec	NA	SCR12	intron	2.31E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55B	18.8066666666667
SCR	S12S29	SCR29	115-1	55	1	B	Rec	Rec	NA	SCR12	intron	2.18E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55B	18.8066666666667
SCR	S12S29	SCR12	115-1	55	2	A	Dom	Na	NA	SCR29	NA	2.08E-04	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	55A	19.4509803921569
SCR	S12S29	SCR29	115-1	55	2	D	Rec	Rec	NA	SCR12	intron	1.19E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55D	19.34
SCR	S12S29	SCR29	115-1	55	2	B	Rec	Rec	NA	SCR12	intron	8.54E-05	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	55B	18.8066666666667
SCR	S1S29	SCR29	546-2	56	1	C	NA	Dom	NA	SCR01	interg	1.24E-01	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56C	17.63
SCR	S1S29	SCR29	546-2	56	1	D	NA	Dom	NA	SCR01	interg	7.99E-02	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56D	17.595
SCR	S1S29	SCR29	546-2	56	3	C	NA	Dom	NA	SCR01	interg	7.54E-02	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56C	17.63
SCR	S1S29	SCR29	546-2	56	3	D	NA	Dom	NA	SCR01	interg	7.33E-02	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56D	17.595
SCR	S1S29	SCR29	546-2	56	2	C	NA	Dom	NA	SCR01	interg	3.09E-03	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56C	17.63
SCR	S1S29	SCR29	546-2	56	2	D	NA	Dom	NA	SCR01	interg	3.01E-03	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56D	17.595
SCR	S1S29	SCR29	546-2	56	1	B	NA	Dom	NA	SCR01	interg	1.68E-03	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56B	15.535
SCR	S1S29	SCR29	546-2	56	2	B	NA	Dom	NA	SCR01	interg	1.56E-03	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56B	15.535
SCR	S1S29	SCR29	546-2	56	3	B	NA	Dom	NA	SCR01	interg	1.36E-04	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56B	15.535
SCR	S1S29	SCR01	546-2	56	3	B	NA	Na	NA	SCR29	NA	4.35E-05	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	56B	15.535
SCR	S1S29	SCR01	546-2	56	3	C	NA	Na	NA	SCR29	NA	2.03E-05	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	56C	17.63
SCR	S1S29	SCR29	546-2	56	1	A	NA	Dom	NA	SCR01	interg	1.53E-05	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56A	17.1
SCR	S1S29	SCR01	546-2	56	3	D	NA	Na	NA	SCR29	NA	3.37E-06	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	56D	17.595
SCR	S1S29	SCR01	546-2	56	3	A	NA	Na	NA	SCR29	NA	2.81E-06	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	56A	17.1
SCR	S1S29	SCR29	546-2	56	3	A	NA	Dom	NA	SCR01	interg	2.81E-06	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	56A	17.1
SCR	S1S29	SCR01	546-2	56	1	C	NA	Na	NA	SCR29	NA	8.13E-07	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	56C	17.63
