Gene	genotype_S	allele_measured	replicatBiol_genotype	replicat_Techclone	replicat_technique	stade	dom_phenotype	dom_sRNA_prediction	dom_prediction_phyl	Other_allele_inGenot	position_cible	Ct_SCR/actine	Ct_SRK/actine	score_name	score	position_cible_name	Dom_score_based_14	Dom_score_based_15	Dom_score_based_16	Dom_score_based_17	Dom_score_based_18	Dom_score_based_19	Dom_score_based_20	Dom_score_based_21	Dom_score_based_22	name_actine	Ct_actin
SCR	S1S13	SCR01	132-2	5	3	A	Rec	Rec	NA	SCR13	intron	2.80E-07	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5A	17.64
SCR	S1S13	SCR01	132-2	5	2	B	Rec	Rec	NA	SCR13	intron	2.22E-07	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5B	17.625
SCR	S20S20	SCR20	14-avr	6	3	C	Dom	Dom	NA	Hom	intron	3.51E-01	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6C	17.29
SCR	S20S20	SCR20	14-avr	6	1	C	Dom	Dom	NA	Hom	intron	1.13E-01	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6C	17.29
SCR	S20S20	SCR20	14-avr	6	3	B	Dom	Dom	NA	Hom	intron	3.28E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6B	17.7
SCR	S20S20	SCR20	14-avr	6	1	B	Dom	Dom	NA	Hom	intron	1.30E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6B	17.7
SCR	S20S20	SCR20	14-avr	6	1	D	Dom	Dom	NA	Hom	intron	7.29E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6D	19.96
SCR	S20S20	SCR20	14-avr	6	3	D	Dom	Dom	NA	Hom	intron	6.62E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6D	19.96
SCR	S20S20	SCR20	14-avr	6	2	C	Dom	Dom	NA	Hom	intron	2.36E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6C	17.29
SCR	S20S20	SCR20	14-avr	6	2	B	Dom	Dom	NA	Hom	intron	2.06E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6B	17.7
SCR	S20S20	SCR20	14-avr	6	2	D	Dom	Dom	NA	Hom	intron	1.13E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6D	19.96
SCR	S20S20	SCR20	14-avr	6	3	A	Dom	Dom	NA	Hom	intron	1.10E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6A	20.21
SCR	S20S20	SCR20	14-avr	6	2	A	Dom	Dom	NA	Hom	intron	6.53E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6A	20.21
SCR	S20S20	SCR20	14-avr	6	1	A	Dom	Dom	NA	Hom	intron	2.73E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	6A	20.21
SCR	S2S12	SCR12	157-8	7	3	A	Dom	Dom	NA	SCR02	intron	9.40E-01	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7A	30.01
SCR	S2S12	SCR12	157-8	7	2	A	Dom	Dom	NA	SCR02	intron	2.87E-01	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7A	30.01
SCR	S2S12	SCR12	157-8	7	2	C	Dom	Dom	NA	SCR02	intron	2.32E-01	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7C	19.11
SCR	S2S12	SCR12	157-8	7	3	C	Dom	Dom	NA	SCR02	intron	1.96E-01	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7C	19.11
SCR	S2S12	SCR12	157-8	7	1	C	Dom	Dom	NA	SCR02	intron	1.66E-01	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7C	19.11
SCR	S2S12	SCR12	157-8	7	3	B	Dom	Dom	NA	SCR02	intron	4.50E-02	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7B	23.2966666666667
SCR	S2S12	SCR12	157-8	7	1	B	Dom	Dom	NA	SCR02	intron	4.17E-02	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7B	23.2966666666667
SCR	S2S12	SCR12	157-8	7	2	D	Dom	Dom	NA	SCR02	intron	3.51E-02	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7D	19.7766666666667
SCR	S2S12	SCR12	157-8	7	2	B	Dom	Dom	NA	SCR02	intron	3.39E-02	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7B	23.2966666666667
SCR	S2S12	SCR12	157-8	7	3	D	Dom	Dom	NA	SCR02	intron	2.83E-02	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7D	19.7766666666667
SCR	S2S12	SCR12	157-8	7	1	D	Dom	Dom	NA	SCR02	intron	1.71E-02	NA	S2S12_S12	16	S2S12_S12_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	7D	19.7766666666667
SCR	S2S12	SCR02	157-8	7	2	A	Rec	Rec	NA	SCR12	intron	3.00E-03	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7A	30.01
SCR	S2S12	SCR02	157-8	7	1	A	Rec	Rec	NA	SCR12	intron	9.83E-04	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7A	30.01
SCR	S2S12	SCR02	157-8	7	3	A	Rec	Rec	NA	SCR12	intron	9.83E-04	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7A	30.01
SCR	S2S12	SCR02	157-8	7	1	D	Rec	Rec	NA	SCR12	intron	1.24E-04	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7D	19.7766666666667
SCR	S2S12	SCR02	157-8	7	3	C	Rec	Rec	NA	SCR12	intron	1.21E-04	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7C	19.11
SCR	S2S12	SCR02	157-8	7	1	C	Rec	Rec	NA	SCR12	intron	8.45E-05	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7C	19.11
SCR	S2S12	SCR02	157-8	7	2	D	Rec	Rec	NA	SCR12	intron	4.34E-05	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7D	19.7766666666667
SCR	S2S12	SCR02	157-8	7	2	C	Rec	Rec	NA	SCR12	intron	4.17E-05	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7C	19.11
SCR	S2S12	SCR02	157-8	7	1	B	Rec	Rec	NA	SCR12	intron	9.37E-06	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7B	23.2966666666667
SCR	S2S12	SCR02	157-8	7	2	B	Rec	Rec	NA	SCR12	intron	9.37E-06	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7B	23.2966666666667
SCR	S2S12	SCR02	157-8	7	3	B	Rec	Rec	NA	SCR12	intron	9.37E-06	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7B	23.2966666666667
SCR	S2S12	SCR02	157-8	7	3	D	Rec	Rec	NA	SCR12	intron	1.26E-06	NA	S2S12_S2	21	S2S12_S2_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	7D	19.7766666666667
SCR	S20S20	SCR20	17-avr	8	3	B	Dom	Dom	NA	Hom	intron	4.87E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8B	17.43
SCR	S20S20	SCR20	17-avr	8	3	C	Dom	Dom	NA	Hom	intron	3.85E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8C	20.86
SCR	S20S20	SCR20	17-avr	8	1	C	Dom	Dom	NA	Hom	intron	2.35E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8C	20.86
SCR	S20S20	SCR20	17-avr	8	1	B	Dom	Dom	NA	Hom	intron	1.92E-02	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8B	17.43
SCR	S20S20	SCR20	17-avr	8	1	D	Dom	Dom	NA	Hom	intron	7.92E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8D	21
SCR	S20S20	SCR20	17-avr	8	3	D	Dom	Dom	NA	Hom	intron	2.52E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8D	21
SCR	S20S20	SCR20	17-avr	8	2	D	Dom	Dom	NA	Hom	intron	1.24E-03	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8D	21
SCR	S20S20	SCR20	17-avr	8	2	B	Dom	Dom	NA	Hom	intron	7.10E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8B	17.43
SCR	S20S20	SCR20	17-avr	8	2	C	Dom	Dom	NA	Hom	intron	5.20E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8C	20.86
SCR	S20S20	SCR20	17-avr	8	2	A	Dom	Dom	NA	Hom	intron	3.41E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8A	17.15
SCR	S20S20	SCR20	17-avr	8	3	A	Dom	Dom	NA	Hom	intron	3.22E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8A	17.15
SCR	S20S20	SCR20	17-avr	8	1	A	Dom	Dom	NA	Hom	intron	1.22E-04	NA	S20S20_S20	17.5	S20S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	8A	17.15
SCR	S1S29	SCR29	546-3	9	1	C	NA	Dom	NA	SCR01	interg	1.83E-01	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9C	19.61
SCR	S1S29	SCR29	546-3	9	1	D	NA	Dom	NA	SCR01	interg	1.32E-01	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9D	18.905
SCR	S1S29	SCR29	546-3	9	3	C	NA	Dom	NA	SCR01	interg	8.25E-02	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9C	19.61
SCR	S1S29	SCR29	546-3	9	3	D	NA	Dom	NA	SCR01	interg	7.08E-02	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9D	18.905
SCR	S1S29	SCR29	546-3	9	2	C	NA	Dom	NA	SCR01	interg	3.69E-02	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9C	19.61
SCR	S1S29	SCR29	546-3	9	2	D	NA	Dom	NA	SCR01	interg	2.79E-02	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9D	18.905
SCR	S1S29	SCR29	546-3	9	1	B	NA	Dom	NA	SCR01	interg	3.34E-03	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9B	17.615
SCR	S1S29	SCR29	546-3	9	3	B	NA	Dom	NA	SCR01	interg	2.86E-03	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9B	17.615
SCR	S1S29	SCR29	546-3	9	2	B	NA	Dom	NA	SCR01	interg	4.54E-04	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9B	17.615
SCR	S1S29	SCR01	546-3	9	3	D	NA	Na	NA	SCR29	NA	2.92E-04	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9D	18.905
SCR	S1S29	SCR29	546-3	9	1	A	NA	Dom	NA	SCR01	interg	2.51E-04	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9A	18.95
SCR	S1S29	SCR01	546-3	9	3	C	NA	Na	NA	SCR29	NA	5.81E-05	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9C	19.61
SCR	S1S29	SCR29	546-3	9	2	A	NA	Dom	NA	SCR01	interg	5.03E-05	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9A	18.95
SCR	S1S29	SCR01	546-3	9	1	C	NA	Na	NA	SCR29	NA	1.36E-05	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9C	19.61
SCR	S1S29	SCR01	546-3	9	3	B	NA	Na	NA	SCR29	NA	3.84E-06	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9B	17.615
SCR	S1S29	SCR01	546-3	9	1	B	NA	Na	NA	SCR29	NA	2.86E-06	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9B	17.615
SCR	S1S29	SCR01	546-3	9	2	A	NA	Na	NA	SCR29	NA	1.29E-06	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9A	18.95
SCR	S1S29	SCR01	546-3	9	2	C	NA	Na	NA	SCR29	NA	9.37E-07	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9C	19.61
SCR	S1S29	SCR01	546-3	9	3	A	NA	Na	NA	SCR29	NA	6.51E-07	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9A	18.95
SCR	S1S29	SCR29	546-3	9	3	A	NA	Dom	NA	SCR01	interg	6.51E-07	NA	S1S29_S29	15	S1S29_S29_15	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	9A	18.95
SCR	S1S29	SCR01	546-3	9	1	A	NA	Na	NA	SCR29	NA	5.17E-07	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9A	18.95
SCR	S1S29	SCR01	546-3	9	2	D	NA	Na	NA	SCR29	NA	5.13E-07	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9D	18.905
SCR	S1S29	SCR01	546-3	9	1	D	NA	Na	NA	SCR29	NA	4.46E-07	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9D	18.905
SCR	S1S29	SCR01	546-3	9	2	B	NA	Na	NA	SCR29	NA	2.30E-07	NA	S1S29_S1	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	9B	17.615
SCR	S1S1	SCR01	59-1	10	3	B	Dom	Dom	NA	Hom	prom	6.72E-04	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10B	19.55
SCR	S1S1	SCR01	59-1	10	3	D	Dom	Dom	NA	Hom	prom	3.24E-04	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10D	19.75
SCR	S1S1	SCR01	59-1	10	3	C	Dom	Dom	NA	Hom	prom	2.79E-04	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10C	18.49
SCR	S1S1	SCR01	59-1	10	1	B	Dom	Dom	NA	Hom	prom	9.45E-05	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10B	19.55
SCR	S1S1	SCR01	59-1	10	2	B	Dom	Dom	NA	Hom	prom	7.73E-05	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10B	19.55
SCR	S1S1	SCR01	59-1	10	1	C	Dom	Dom	NA	Hom	prom	6.02E-05	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10C	18.49
SCR	S1S1	SCR01	59-1	10	1	A	Dom	Dom	NA	Hom	prom	3.28E-05	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10A	22.96
SCR	S1S1	SCR01	59-1	10	2	C	Dom	Dom	NA	Hom	prom	2.55E-05	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10C	18.49
SCR	S1S1	SCR01	59-1	10	1	D	Dom	Dom	NA	Hom	prom	1.87E-05	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10D	19.75
SCR	S1S1	SCR01	59-1	10	3	A	Dom	Dom	NA	Hom	prom	1.21E-05	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10A	22.96
SCR	S1S1	SCR01	59-1	10	2	D	Dom	Dom	NA	Hom	prom	3.79E-06	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10D	19.75
SCR	S1S1	SCR01	59-1	10	2	A	Dom	Dom	NA	Hom	prom	2.02E-06	NA	S1S1_S1	14	S1S1_S1_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	10A	22.96
SCR	S1S10	SCR10	42-2	11	3	D	NA	Dom	NA	SCR01	exon	9.26E-04	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11D	18.76
SCR	S1S10	SCR10	42-2	11	2	C	NA	Dom	NA	SCR01	exon	5.38E-04	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11C	18.83
SCR	S1S10	SCR10	42-2	11	3	B	NA	Dom	NA	SCR01	exon	3.50E-04	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11B	18.165
SCR	S1S10	SCR10	42-2	11	3	C	NA	Dom	NA	SCR01	exon	3.24E-04	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11C	18.83
SCR	S1S10	SCR10	42-2	11	1	C	NA	Dom	NA	SCR01	exon	1.71E-04	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11C	18.83
SCR	S1S10	SCR10	42-2	11	2	B	NA	Dom	NA	SCR01	exon	1.63E-04	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11B	18.165
SCR	S1S10	SCR01	42-2	11	3	C	NA	Rec	NA	SCR10	prom	1.15E-04	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11C	18.83
SCR	S1S10	SCR10	42-2	11	1	B	NA	Dom	NA	SCR01	exon	1.01E-04	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11B	18.165
SCR	S1S10	SCR01	42-2	11	3	D	NA	Rec	NA	SCR10	prom	7.11E-05	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11D	18.76
SCR	S1S10	SCR10	42-2	11	1	D	NA	Dom	NA	SCR01	exon	5.83E-05	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11D	18.76
SCR	S1S10	SCR01	42-2	11	3	A	NA	Rec	NA	SCR10	prom	3.16E-05	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11A	18.355
SCR	S1S10	SCR01	42-2	11	3	B	NA	Rec	NA	SCR10	prom	9.01E-06	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11B	18.165
SCR	S1S10	SCR01	42-2	11	1	C	NA	Rec	NA	SCR10	prom	7.17E-06	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11C	18.83
SCR	S1S10	SCR10	42-2	11	2	D	NA	Dom	NA	SCR01	exon	6.66E-06	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11D	18.76
SCR	S1S10	SCR01	42-2	11	1	D	NA	Rec	NA	SCR10	prom	2.93E-06	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11D	18.76
SCR	S1S10	SCR01	42-2	11	1	B	NA	Rec	NA	SCR10	prom	2.80E-06	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11B	18.165
SCR	S1S10	SCR01	42-2	11	1	A	NA	Rec	NA	SCR10	prom	1.27E-06	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11A	18.355
SCR	S1S10	SCR10	42-2	11	1	A	NA	Dom	NA	SCR01	exon	7.84E-07	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11A	18.355
SCR	S1S10	SCR01	42-2	11	2	C	NA	Rec	NA	SCR10	prom	5.83E-07	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11C	18.83
SCR	S1S10	SCR01	42-2	11	2	D	NA	Rec	NA	SCR10	prom	4.07E-07	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11D	18.76
SCR	S1S10	SCR01	42-2	11	2	B	NA	Rec	NA	SCR10	prom	3.42E-07	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11B	18.165
SCR	S1S10	SCR10	42-2	11	2	A	NA	Dom	NA	SCR01	exon	3.39E-07	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11A	18.355
SCR	S1S10	SCR10	42-2	11	3	A	NA	Dom	NA	SCR01	exon	3.39E-07	NA	S1S10_S10	15.5	S1S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11A	18.355
SCR	S1S10	SCR01	42-2	11	2	A	NA	Rec	NA	SCR10	prom	3.23E-07	NA	S1S10_S1	19.5	S1S10_S1_19.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	11A	18.355
SCR	S1S4	SCR04	74-1	12	3	C	Dom	Dom	NA	SCR01	prom	8.59E-01	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	12C	20.175
SCR	S1S4	SCR04	74-1	12	3	D	Dom	Dom	NA	SCR01	prom	1.19E-01	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	12D	20.065
SCR	S1S4	SCR04	74-1	12	3	B	Dom	Dom	NA	SCR01	prom	4.01E-02	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	12B	18.88
SCR	S1S4	SCR04	74-1	12	1	C	Dom	Dom	NA	SCR01	prom	2.78E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	12C	20.175
SCR	S1S4	SCR04	74-1	12	2	C	Dom	Dom	NA	SCR01	prom	2.64E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	12C	20.175
SCR	S1S4	SCR01	74-1	12	3	C	Rec	Rec	NA	SCR04	interg	2.14E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	12C	20.175
SCR	S1S4	SCR01	74-1	12	3	D	Rec	Rec	NA	SCR04	interg	1.74E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	12D	20.065
SCR	S1S4	SCR04	74-1	12	1	D	Dom	Dom	NA	SCR01	prom	1.47E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	12D	20.065
SCR	S1S4	SCR04	74-1	12	2	D	Dom	Dom	NA	SCR01	prom	1.18E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	12D	20.065
